date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:35:13	160/160	---MC-	200	added ('OK')	image/png	etag:W/%2267adbff8-a0%22	https://cdn.datatables.net/1.11.5/images/sort_asc.png	C:/My%20Web%20Sites/boda-eric-judith/cdn.datatables.net/1.11.5/images/sort_asc.png	(from https://cdn.datatables.net/1.11.5/css/jquery.dataTables.css)
11:35:13	158/158	---MC-	200	added ('OK')	image/png	etag:W/%22684317de-9e%22	https://cdn.datatables.net/1.11.5/images/sort_desc.png	C:/My%20Web%20Sites/boda-eric-judith/cdn.datatables.net/1.11.5/images/sort_desc.png	(from https://cdn.datatables.net/1.11.5/css/jquery.dataTables.css)
11:35:13	146/146	---MC-	200	added ('OK')	image/png	etag:W/%226827198a-92%22	https://cdn.datatables.net/1.11.5/images/sort_asc_disabled.png	C:/My%20Web%20Sites/boda-eric-judith/cdn.datatables.net/1.11.5/images/sort_asc_disabled.png	(from https://cdn.datatables.net/1.11.5/css/jquery.dataTables.css)
11:35:14	148/148	---MC-	200	added ('OK')	image/png	etag:W/%2268527597-94%22	https://cdn.datatables.net/1.11.5/images/sort_desc_disabled.png	C:/My%20Web%20Sites/boda-eric-judith/cdn.datatables.net/1.11.5/images/sort_desc_disabled.png	(from https://cdn.datatables.net/1.11.5/css/jquery.dataTables.css)
11:35:14	11652/11652	---MCZ	200	added ('OK')	text/css	etag:W/%226775b4d8-2d84%22	https://bodaericyjudith.com/public/css/main.css?rand=2026808681	C:/My%20Web%20Sites/boda-eric-judith/bodaericyjudith.com/public/css/mainc64d.css	(from https://bodaericyjudith.com/nuestra-historia)
11:35:15	11652/11652	---MCZ	200	added ('OK')	text/css	etag:W/%226775b4d8-2d84%22	https://bodaericyjudith.com/public/css/main.css?rand=107753888	C:/My%20Web%20Sites/boda-eric-judith/bodaericyjudith.com/public/css/main934c.css	(from https://bodaericyjudith.com/viaje-estadia)
11:35:15	11652/11652	---MCZ	200	added ('OK')	text/css	etag:W/%226775b4d8-2d84%22	https://bodaericyjudith.com/public/css/main.css?rand=1143053250	C:/My%20Web%20Sites/boda-eric-judith/bodaericyjudith.com/public/css/main1099.css	(from https://bodaericyjudith.com/lista-regalos)
11:35:15	4109809/4109809	---M--	200	added ('OK')	image/png	etag:%226727af25-3eb5f1%22	https://bodaericyjudith.com/public/images/image00007.png	C:/My%20Web%20Sites/boda-eric-judith/bodaericyjudith.com/public/images/image00007.png	(from https://bodaericyjudith.com/nuestra-historia)
11:35:16	11652/11652	---MCZ	200	added ('OK')	text/css	etag:W/%226775b4d8-2d84%22	https://bodaericyjudith.com/public/css/main.css?rand=1505929668	C:/My%20Web%20Sites/boda-eric-judith/bodaericyjudith.com/public/css/main7f63.css	(from https://bodaericyjudith.com/festa)
11:35:16	11652/11652	---MCZ	200	added ('OK')	text/css	etag:W/%226775b4d8-2d84%22	https://bodaericyjudith.com/public/css/main.css?rand=1616337130	C:/My%20Web%20Sites/boda-eric-judith/bodaericyjudith.com/public/css/main3388.css	(from https://bodaericyjudith.com/confirmar-asistencia)
11:35:16	11652/11652	---MCZ	200	added ('OK')	text/css	etag:W/%226775b4d8-2d84%22	https://bodaericyjudith.com/public/css/main.css?rand=1195801729	C:/My%20Web%20Sites/boda-eric-judith/bodaericyjudith.com/public/css/main1cee.css	(from https://bodaericyjudith.com/contacto)
